,id,content,tokens,features,sentiment
1153,miqueias-gabrielle,The day is coming! < 3,"['day', 'coming', '3']","{'length': 12, 'lexdiv': 1.0, 'longestword': 'coming', 'unigram(day)': True, 'unigram(coming)': True, 'unigram(3)': True, ""bigram(('day', 'coming'))"": True, ""bigram(('coming', '3'))"": True, ""trigram(('day', 'coming', '3'))"": True}",worry
1154,carine-cassio,Counting the seconds ♡,"['counting', 'seconds', '♡']","{'length': 18, 'lexdiv': 1.0, 'longestword': 'counting', 'unigram(counting)': True, 'unigram(seconds)': True, 'unigram(♡)': True, ""bigram(('counting', 'seconds'))"": True, ""bigram(('seconds', '♡'))"": True, ""trigram(('counting', 'seconds', '♡'))"": True}",neutral
1155,danielle-herson,"Guys, Robson Noleto. Best cameraman I could have. Punctual, exceptional work and very good price. Super indico.","['guys', 'robson', 'noleto', 'best', 'cameraman', 'could', 'punctual', 'exceptional', 'work', 'good', 'price', 'super', 'indico']","{'length': 89, 'lexdiv': 1.0, 'longestword': 'exceptional', 'unigram(guys)': True, 'unigram(robson)': True, 'unigram(noleto)': True, 'unigram(best)': True, 'unigram(cameraman)': True, 'unigram(could)': True, 'unigram(punctual)': True, 'unigram(exceptional)': True, 'unigram(work)': True, 'unigram(good)': True, 'unigram(price)': True, 'unigram(super)': True, 'unigram(indico)': True, ""bigram(('guys', 'robson'))"": True, ""bigram(('robson', 'noleto'))"": True, ""bigram(('noleto', 'best'))"": True, ""bigram(('best', 'cameraman'))"": True, ""bigram(('cameraman', 'could'))"": True, ""bigram(('could', 'punctual'))"": True, ""bigram(('punctual', 'exceptional'))"": True, ""bigram(('exceptional', 'work'))"": True, ""bigram(('work', 'good'))"": True, ""bigram(('good', 'price'))"": True, ""bigram(('price', 'super'))"": True, ""bigram(('super', 'indico'))"": True, ""trigram(('guys', 'robson', 'noleto'))"": True, ""trigram(('robson', 'noleto', 'best'))"": True, ""trigram(('noleto', 'best', 'cameraman'))"": True, ""trigram(('best', 'cameraman', 'could'))"": True, ""trigram(('cameraman', 'could', 'punctual'))"": True, ""trigram(('could', 'punctual', 'exceptional'))"": True, ""trigram(('punctual', 'exceptional', 'work'))"": True, ""trigram(('exceptional', 'work', 'good'))"": True, ""trigram(('work', 'good', 'price'))"": True, ""trigram(('good', 'price', 'super'))"": True, ""trigram(('price', 'super', 'indico'))"": True}",happiness
1156,ana-leandro-23-02-2019,Lindooooooo Moment,"['lindooooooo', 'moment']","{'length': 18, 'lexdiv': 1.0, 'longestword': 'lindooooooo', 'unigram(lindooooooo)': True, 'unigram(moment)': True, ""bigram(('lindooooooo', 'moment'))"": True}",sadness
1157,ana-clovis,"Three days left!!! Oh, my God! 😬😁","['three', 'days', 'left', 'oh', 'god', '😬😁']","{'length': 25, 'lexdiv': 1.0, 'longestword': 'three', 'unigram(three)': True, 'unigram(days)': True, 'unigram(left)': True, 'unigram(oh)': True, 'unigram(god)': True, 'unigram(😬😁)': True, ""bigram(('three', 'days'))"": True, ""bigram(('days', 'left'))"": True, ""bigram(('left', 'oh'))"": True, ""bigram(('oh', 'god'))"": True, ""bigram(('god', '😬😁'))"": True, ""trigram(('three', 'days', 'left'))"": True, ""trigram(('days', 'left', 'oh'))"": True, ""trigram(('left', 'oh', 'god'))"": True, ""trigram(('oh', 'god', '😬😁'))"": True}",hate
1158,jaqueline-alex-2019,We count on you,['count'],"{'length': 5, 'lexdiv': 1.0, 'longestword': 'count', 'unigram(count)': True}",neutral
1159,william-natalia-2019,Dream!!!,['dream'],"{'length': 5, 'lexdiv': 1.0, 'longestword': 'dream', 'unigram(dream)': True}",worry
1160,amanda-ronaldo-2019,"If you are in doubt about closing Wedy, you can rest assured, close without a shadow of a doubt, close and rest assured, as you are in great hands, not only you, but your guests also 🔝🔝🔝 Today I received a sweet box with cards from the guests, that Yummy SURPRISE! LOVE LOVE LOVE LOVE LOVE LOVE LOVE","['doubt', 'closing', 'wedy', 'rest', 'assured', 'close', 'without', 'shadow', 'doubt', 'close', 'rest', 'assured', 'great', 'hands', 'guests', 'also', '🔝🔝🔝', 'today', 'received', 'sweet', 'box', 'cards', 'guests', 'yummy', 'surprise', 'love', 'love', 'love', 'love', 'love', 'love', 'love']","{'length': 193, 'lexdiv': 0.65625, 'longestword': 'surprise', 'repeats(doubt)': 2, 'repeats(rest)': 2, 'repeats(assured)': 2, 'repeats(close)': 2, 'repeats(guests)': 2, 'repeats(love)': 7, 'unigram(doubt)': True, 'unigram(closing)': True, 'unigram(wedy)': True, 'unigram(rest)': True, 'unigram(assured)': True, 'unigram(close)': True, 'unigram(without)': True, 'unigram(shadow)': True, 'unigram(great)': True, 'unigram(hands)': True, 'unigram(guests)': True, 'unigram(also)': True, 'unigram(🔝🔝🔝)': True, 'unigram(today)': True, 'unigram(received)': True, 'unigram(sweet)': True, 'unigram(box)': True, 'unigram(cards)': True, 'unigram(yummy)': True, 'unigram(surprise)': True, 'unigram(love)': True, ""bigram(('doubt', 'closing'))"": True, ""bigram(('closing', 'wedy'))"": True, ""bigram(('wedy', 'rest'))"": True, ""bigram(('rest', 'assured'))"": True, ""bigram(('assured', 'close'))"": True, ""bigram(('close', 'without'))"": True, ""bigram(('without', 'shadow'))"": True, ""bigram(('shadow', 'doubt'))"": True, ""bigram(('doubt', 'close'))"": True, ""bigram(('close', 'rest'))"": True, ""bigram(('assured', 'great'))"": True, ""bigram(('great', 'hands'))"": True, ""bigram(('hands', 'guests'))"": True, ""bigram(('guests', 'also'))"": True, ""bigram(('also', '🔝🔝🔝'))"": True, ""bigram(('🔝🔝🔝', 'today'))"": True, ""bigram(('today', 'received'))"": True, ""bigram(('received', 'sweet'))"": True, ""bigram(('sweet', 'box'))"": True, ""bigram(('box', 'cards'))"": True, ""bigram(('cards', 'guests'))"": True, ""bigram(('guests', 'yummy'))"": True, ""bigram(('yummy', 'surprise'))"": True, ""bigram(('surprise', 'love'))"": True, ""bigram(('love', 'love'))"": True, ""trigram(('doubt', 'closing', 'wedy'))"": True, ""trigram(('closing', 'wedy', 'rest'))"": True, ""trigram(('wedy', 'rest', 'assured'))"": True, ""trigram(('rest', 'assured', 'close'))"": True, ""trigram(('assured', 'close', 'without'))"": True, ""trigram(('close', 'without', 'shadow'))"": True, ""trigram(('without', 'shadow', 'doubt'))"": True, ""trigram(('shadow', 'doubt', 'close'))"": True, ""trigram(('doubt', 'close', 'rest'))"": True, ""trigram(('close', 'rest', 'assured'))"": True, ""trigram(('rest', 'assured', 'great'))"": True, ""trigram(('assured', 'great', 'hands'))"": True, ""trigram(('great', 'hands', 'guests'))"": True, ""trigram(('hands', 'guests', 'also'))"": True, ""trigram(('guests', 'also', '🔝🔝🔝'))"": True, ""trigram(('also', '🔝🔝🔝', 'today'))"": True, ""trigram(('🔝🔝🔝', 'today', 'received'))"": True, ""trigram(('today', 'received', 'sweet'))"": True, ""trigram(('received', 'sweet', 'box'))"": True, ""trigram(('sweet', 'box', 'cards'))"": True, ""trigram(('box', 'cards', 'guests'))"": True, ""trigram(('cards', 'guests', 'yummy'))"": True, ""trigram(('guests', 'yummy', 'surprise'))"": True, ""trigram(('yummy', 'surprise', 'love'))"": True, ""trigram(('surprise', 'love', 'love'))"": True, ""trigram(('love', 'love', 'love'))"": True}",relief
1161,thayanna-felipe,Best choice I've ever made in my life. 😍❤,"['best', 'choice', 'ive', 'ever', 'made', 'life', '😍❤']","{'length': 33, 'lexdiv': 1.0, 'longestword': 'choice', 'unigram(best)': True, 'unigram(choice)': True, 'unigram(ive)': True, 'unigram(ever)': True, 'unigram(made)': True, 'unigram(life)': True, 'unigram(😍❤)': True, ""bigram(('best', 'choice'))"": True, ""bigram(('choice', 'ive'))"": True, ""bigram(('ive', 'ever'))"": True, ""bigram(('ever', 'made'))"": True, ""bigram(('made', 'life'))"": True, ""bigram(('life', '😍❤'))"": True, ""trigram(('best', 'choice', 'ive'))"": True, ""trigram(('choice', 'ive', 'ever'))"": True, ""trigram(('ive', 'ever', 'made'))"": True, ""trigram(('ever', 'made', 'life'))"": True, ""trigram(('made', 'life', '😍❤'))"": True}",sadness
1162,daniela-ronaldo2019,👏👏👏👏,['👏👏👏👏'],"{'length': 4, 'lexdiv': 1.0, 'longestword': '👏👏👏👏', 'unigram(👏👏👏👏)': True}",neutral
1163,marcelo-debora-26-10-2019,"Our day is being elaborated, by a great friend and professional in party decoration @netoferracci, but what about this wonderful place. Very close to nature and chic rustic details. My place, where I always dreamed and my heart spoke to me is this @casa_terrana It was all very blessed by GOD, every detail and he honored me in being able to fulfill my greatest dream. Outdoor wedding, watered with lots of charm with these beautiful lights all over the place. Gratitude to God and the universe for giving me this gift. Gratitude Gratitude!!!","['day', 'elaborated', 'great', 'friend', 'professional', 'party', 'decoration', 'wonderful', 'place', 'close', 'nature', 'chic', 'rustic', 'details', 'place', 'always', 'dreamed', 'heart', 'spoke', 'blessed', 'god', 'every', 'detail', 'honored', 'able', 'fulfill', 'greatest', 'dream', 'outdoor', 'wedding', 'watered', 'lots', 'charm', 'beautiful', 'lights', 'place', 'gratitude', 'god', 'universe', 'giving', 'gift', 'gratitude', 'gratitude']","{'length': 313, 'lexdiv': 0.8837209302325582, 'longestword': 'professional', 'repeats(great)': 2, 'repeats(place)': 3, 'repeats(god)': 2, 'repeats(detail)': 2, 'repeats(dream)': 2, 'repeats(gratitude)': 3, 'unigram(day)': True, 'unigram(elaborated)': True, 'unigram(great)': True, 'unigram(friend)': True, 'unigram(professional)': True, 'unigram(party)': True, 'unigram(decoration)': True, 'unigram(wonderful)': True, 'unigram(place)': True, 'unigram(close)': True, 'unigram(nature)': True, 'unigram(chic)': True, 'unigram(rustic)': True, 'unigram(details)': True, 'unigram(always)': True, 'unigram(dreamed)': True, 'unigram(heart)': True, 'unigram(spoke)': True, 'unigram(blessed)': True, 'unigram(god)': True, 'unigram(every)': True, 'unigram(detail)': True, 'unigram(honored)': True, 'unigram(able)': True, 'unigram(fulfill)': True, 'unigram(greatest)': True, 'unigram(dream)': True, 'unigram(outdoor)': True, 'unigram(wedding)': True, 'unigram(watered)': True, 'unigram(lots)': True, 'unigram(charm)': True, 'unigram(beautiful)': True, 'unigram(lights)': True, 'unigram(gratitude)': True, 'unigram(universe)': True, 'unigram(giving)': True, 'unigram(gift)': True, ""bigram(('day', 'elaborated'))"": True, ""bigram(('elaborated', 'great'))"": True, ""bigram(('great', 'friend'))"": True, ""bigram(('friend', 'professional'))"": True, ""bigram(('professional', 'party'))"": True, ""bigram(('party', 'decoration'))"": True, ""bigram(('decoration', 'wonderful'))"": True, ""bigram(('wonderful', 'place'))"": True, ""bigram(('place', 'close'))"": True, ""bigram(('close', 'nature'))"": True, ""bigram(('nature', 'chic'))"": True, ""bigram(('chic', 'rustic'))"": True, ""bigram(('rustic', 'details'))"": True, ""bigram(('details', 'place'))"": True, ""bigram(('place', 'always'))"": True, ""bigram(('always', 'dreamed'))"": True, ""bigram(('dreamed', 'heart'))"": True, ""bigram(('heart', 'spoke'))"": True, ""bigram(('spoke', 'blessed'))"": True, ""bigram(('blessed', 'god'))"": True, ""bigram(('god', 'every'))"": True, ""bigram(('every', 'detail'))"": True, ""bigram(('detail', 'honored'))"": True, ""bigram(('honored', 'able'))"": True, ""bigram(('able', 'fulfill'))"": True, ""bigram(('fulfill', 'greatest'))"": True, ""bigram(('greatest', 'dream'))"": True, ""bigram(('dream', 'outdoor'))"": True, ""bigram(('outdoor', 'wedding'))"": True, ""bigram(('wedding', 'watered'))"": True, ""bigram(('watered', 'lots'))"": True, ""bigram(('lots', 'charm'))"": True, ""bigram(('charm', 'beautiful'))"": True, ""bigram(('beautiful', 'lights'))"": True, ""bigram(('lights', 'place'))"": True, ""bigram(('place', 'gratitude'))"": True, ""bigram(('gratitude', 'god'))"": True, ""bigram(('god', 'universe'))"": True, ""bigram(('universe', 'giving'))"": True, ""bigram(('giving', 'gift'))"": True, ""bigram(('gift', 'gratitude'))"": True, ""bigram(('gratitude', 'gratitude'))"": True, ""trigram(('day', 'elaborated', 'great'))"": True, ""trigram(('elaborated', 'great', 'friend'))"": True, ""trigram(('great', 'friend', 'professional'))"": True, ""trigram(('friend', 'professional', 'party'))"": True, ""trigram(('professional', 'party', 'decoration'))"": True, ""trigram(('party', 'decoration', 'wonderful'))"": True, ""trigram(('decoration', 'wonderful', 'place'))"": True, ""trigram(('wonderful', 'place', 'close'))"": True, ""trigram(('place', 'close', 'nature'))"": True, ""trigram(('close', 'nature', 'chic'))"": True, ""trigram(('nature', 'chic', 'rustic'))"": True, ""trigram(('chic', 'rustic', 'details'))"": True, ""trigram(('rustic', 'details', 'place'))"": True, ""trigram(('details', 'place', 'always'))"": True, ""trigram(('place', 'always', 'dreamed'))"": True, ""trigram(('always', 'dreamed', 'heart'))"": True, ""trigram(('dreamed', 'heart', 'spoke'))"": True, ""trigram(('heart', 'spoke', 'blessed'))"": True, ""trigram(('spoke', 'blessed', 'god'))"": True, ""trigram(('blessed', 'god', 'every'))"": True, ""trigram(('god', 'every', 'detail'))"": True, ""trigram(('every', 'detail', 'honored'))"": True, ""trigram(('detail', 'honored', 'able'))"": True, ""trigram(('honored', 'able', 'fulfill'))"": True, ""trigram(('able', 'fulfill', 'greatest'))"": True, ""trigram(('fulfill', 'greatest', 'dream'))"": True, ""trigram(('greatest', 'dream', 'outdoor'))"": True, ""trigram(('dream', 'outdoor', 'wedding'))"": True, ""trigram(('outdoor', 'wedding', 'watered'))"": True, ""trigram(('wedding', 'watered', 'lots'))"": True, ""trigram(('watered', 'lots', 'charm'))"": True, ""trigram(('lots', 'charm', 'beautiful'))"": True, ""trigram(('charm', 'beautiful', 'lights'))"": True, ""trigram(('beautiful', 'lights', 'place'))"": True, ""trigram(('lights', 'place', 'gratitude'))"": True, ""trigram(('place', 'gratitude', 'god'))"": True, ""trigram(('gratitude', 'god', 'universe'))"": True, ""trigram(('god', 'universe', 'giving'))"": True, ""trigram(('universe', 'giving', 'gift'))"": True, ""trigram(('giving', 'gift', 'gratitude'))"": True, ""trigram(('gift', 'gratitude', 'gratitude'))"": True}",relief
1164,juliana-ednel,"And hj started tasting sweets, cakes and well married 😍😚","['hj', 'started', 'tasting', 'sweets', 'cakes', 'well', 'married', '😍😚']","{'length': 47, 'lexdiv': 1.0, 'longestword': 'married', 'unigram(hj)': True, 'unigram(started)': True, 'unigram(tasting)': True, 'unigram(sweets)': True, 'unigram(cakes)': True, 'unigram(well)': True, 'unigram(married)': True, 'unigram(😍😚)': True, ""bigram(('hj', 'started'))"": True, ""bigram(('started', 'tasting'))"": True, ""bigram(('tasting', 'sweets'))"": True, ""bigram(('sweets', 'cakes'))"": True, ""bigram(('cakes', 'well'))"": True, ""bigram(('well', 'married'))"": True, ""bigram(('married', '😍😚'))"": True, ""trigram(('hj', 'started', 'tasting'))"": True, ""trigram(('started', 'tasting', 'sweets'))"": True, ""trigram(('tasting', 'sweets', 'cakes'))"": True, ""trigram(('sweets', 'cakes', 'well'))"": True, ""trigram(('cakes', 'well', 'married'))"": True, ""trigram(('well', 'married', '😍😚'))"": True}",happiness
1165,magna-sidney,Nothing yet but the local,"['nothing', 'yet', 'local']","{'length': 17, 'lexdiv': 1.0, 'longestword': 'nothing', 'unigram(nothing)': True, 'unigram(yet)': True, 'unigram(local)': True, ""bigram(('nothing', 'yet'))"": True, ""bigram(('yet', 'local'))"": True, ""trigram(('nothing', 'yet', 'local'))"": True}",neutral
1166,kah-willian,Be happy,['happy'],"{'length': 5, 'lexdiv': 1.0, 'longestword': 'happy', 'unigram(happy)': True}",love
1167,thaynara-jorge,♪ Happy night ♪,"['♪', 'happy', 'night', '♪']","{'length': 15, 'lexdiv': 0.75, 'longestword': 'night', 'repeats(♪)': 2, 'unigram(♪)': True, 'unigram(happy)': True, 'unigram(night)': True, ""bigram(('♪', 'happy'))"": True, ""bigram(('happy', 'night'))"": True, ""bigram(('night', '♪'))"": True, ""trigram(('♪', 'happy', 'night'))"": True, ""trigram(('happy', 'night', '♪'))"": True}",love
1168,claudia-rene,< 3,['3'],"{'length': 1, 'lexdiv': 1.0, 'longestword': '3', 'unigram(3)': True}",neutral
1169,cristiane-ricardo-2019,Blessed by God,"['blessed', 'god']","{'length': 11, 'lexdiv': 1.0, 'longestword': 'blessed', 'unigram(blessed)': True, 'unigram(god)': True, ""bigram(('blessed', 'god'))"": True}",love
1170,marly-rafael,"Do not give up on your dreams, fight, seek and fulfill.","['give', 'dreams', 'fight', 'seek', 'fulfill']","{'length': 30, 'lexdiv': 1.0, 'longestword': 'fulfill', 'unigram(give)': True, 'unigram(dreams)': True, 'unigram(fight)': True, 'unigram(seek)': True, 'unigram(fulfill)': True, ""bigram(('give', 'dreams'))"": True, ""bigram(('dreams', 'fight'))"": True, ""bigram(('fight', 'seek'))"": True, ""bigram(('seek', 'fulfill'))"": True, ""trigram(('give', 'dreams', 'fight'))"": True, ""trigram(('dreams', 'fight', 'seek'))"": True, ""trigram(('fight', 'seek', 'fulfill'))"": True}",love
